id,contact,day,month,duration,campaign,pdays,previous,poutcome
293,unknown,5,may,120,2,-1,0,unknown
294,unknown,5,may,362,4,-1,0,unknown
295,unknown,5,may,357,2,-1,0,unknown
296,unknown,5,may,200,2,-1,0,unknown
297,unknown,5,may,204,2,-1,0,unknown
298,unknown,5,may,126,3,-1,0,unknown
299,unknown,5,may,65,2,-1,0,unknown
300,unknown,5,may,107,2,-1,0,unknown
301,unknown,5,may,267,2,-1,0,unknown
302,unknown,5,may,248,2,-1,0,unknown
303,unknown,5,may,215,2,-1,0,unknown
304,unknown,5,may,209,2,-1,0,unknown
305,unknown,5,may,205,2,-1,0,unknown
306,unknown,5,may,83,2,-1,0,unknown
307,unknown,5,may,106,3,-1,0,unknown
308,unknown,5,may,189,2,-1,0,unknown
309,unknown,5,may,105,2,-1,0,unknown
310,unknown,5,may,106,2,-1,0,unknown
311,unknown,5,may,108,2,-1,0,unknown
312,unknown,5,may,311,2,-1,0,unknown
313,unknown,5,may,214,2,-1,0,unknown
314,unknown,5,may,132,2,-1,0,unknown
315,unknown,5,may,358,2,-1,0,unknown
316,unknown,5,may,453,2,-1,0,unknown
317,unknown,5,may,364,2,-1,0,unknown
318,unknown,5,may,136,2,-1,0,unknown
319,unknown,5,may,386,2,-1,0,unknown
320,unknown,5,may,173,2,-1,0,unknown
321,unknown,5,may,241,2,-1,0,unknown
322,unknown,5,may,224,3,-1,0,unknown
323,unknown,5,may,148,2,-1,0,unknown
324,unknown,5,may,196,2,-1,0,unknown
325,unknown,5,may,111,4,-1,0,unknown
326,unknown,5,may,231,3,-1,0,unknown
327,unknown,5,may,316,3,-1,0,unknown
328,unknown,5,may,216,3,-1,0,unknown
329,unknown,5,may,240,2,-1,0,unknown
330,unknown,5,may,669,3,-1,0,unknown
331,unknown,5,may,425,2,-1,0,unknown
332,unknown,5,may,143,2,-1,0,unknown
333,unknown,5,may,174,5,-1,0,unknown
334,unknown,5,may,313,3,-1,0,unknown
335,unknown,5,may,135,4,-1,0,unknown
336,unknown,5,may,146,2,-1,0,unknown
337,unknown,5,may,152,2,-1,0,unknown
338,unknown,5,may,402,3,-1,0,unknown
339,unknown,5,may,213,2,-1,0,unknown
340,unknown,5,may,144,3,-1,0,unknown
341,unknown,5,may,124,3,-1,0,unknown
342,unknown,5,may,183,2,-1,0,unknown
343,unknown,5,may,325,2,-1,0,unknown
344,unknown,5,may,39,4,-1,0,unknown
345,unknown,5,may,503,2,-1,0,unknown
346,unknown,5,may,95,4,-1,0,unknown
347,unknown,5,may,680,2,-1,0,unknown
348,unknown,5,may,421,4,-1,0,unknown
349,unknown,5,may,174,3,-1,0,unknown
350,unknown,5,may,113,2,-1,0,unknown
351,unknown,5,may,808,2,-1,0,unknown
352,unknown,5,may,198,3,-1,0,unknown
353,unknown,5,may,195,2,-1,0,unknown
354,unknown,5,may,347,3,-1,0,unknown
355,unknown,5,may,208,2,-1,0,unknown
356,unknown,5,may,404,4,-1,0,unknown
357,unknown,5,may,396,2,-1,0,unknown
358,unknown,5,may,216,4,-1,0,unknown
359,unknown,5,may,98,2,-1,0,unknown
360,unknown,5,may,350,2,-1,0,unknown
361,unknown,6,may,114,2,-1,0,unknown
362,unknown,6,may,88,3,-1,0,unknown
363,unknown,6,may,379,2,-1,0,unknown
364,unknown,6,may,190,3,-1,0,unknown
365,unknown,6,may,158,1,-1,0,unknown
366,unknown,6,may,102,1,-1,0,unknown
367,unknown,6,may,306,1,-1,0,unknown
368,unknown,6,may,218,1,-1,0,unknown
369,unknown,6,may,54,1,-1,0,unknown
370,unknown,6,may,344,1,-1,0,unknown
371,unknown,6,may,195,1,-1,0,unknown
372,unknown,6,may,652,1,-1,0,unknown
373,unknown,6,may,286,1,-1,0,unknown
374,unknown,6,may,189,1,-1,0,unknown
375,unknown,6,may,83,1,-1,0,unknown
376,unknown,6,may,184,2,-1,0,unknown
377,unknown,6,may,235,1,-1,0,unknown
378,unknown,6,may,290,1,-1,0,unknown
379,unknown,6,may,232,1,-1,0,unknown
380,unknown,6,may,133,1,-1,0,unknown
381,unknown,6,may,318,1,-1,0,unknown
382,unknown,6,may,260,3,-1,0,unknown
383,unknown,6,may,437,1,-1,0,unknown
384,unknown,6,may,402,1,-1,0,unknown
385,unknown,6,may,85,1,-1,0,unknown
386,unknown,6,may,125,1,-1,0,unknown
387,unknown,6,may,501,4,-1,0,unknown
388,unknown,6,may,1201,1,-1,0,unknown
389,unknown,6,may,253,1,-1,0,unknown
390,unknown,6,may,1030,1,-1,0,unknown
391,unknown,6,may,149,1,-1,0,unknown
392,unknown,6,may,114,1,-1,0,unknown
393,unknown,6,may,243,1,-1,0,unknown
394,unknown,6,may,769,2,-1,0,unknown
395,unknown,6,may,135,3,-1,0,unknown
396,unknown,6,may,231,1,-1,0,unknown
397,unknown,6,may,76,1,-1,0,unknown
398,unknown,6,may,199,1,-1,0,unknown
399,unknown,6,may,152,1,-1,0,unknown
400,unknown,6,may,124,1,-1,0,unknown
401,unknown,6,may,424,1,-1,0,unknown
402,unknown,6,may,43,1,-1,0,unknown
403,unknown,6,may,154,1,-1,0,unknown
404,unknown,6,may,203,2,-1,0,unknown
405,unknown,6,may,326,1,-1,0,unknown
406,unknown,6,may,393,1,-1,0,unknown
407,unknown,6,may,241,3,-1,0,unknown
408,unknown,6,may,483,1,-1,0,unknown
409,unknown,6,may,259,1,-1,0,unknown
410,unknown,6,may,227,1,-1,0,unknown
411,unknown,6,may,673,1,-1,0,unknown
412,unknown,6,may,576,1,-1,0,unknown
413,unknown,6,may,180,2,-1,0,unknown
414,unknown,6,may,168,2,-1,0,unknown
415,unknown,6,may,90,1,-1,0,unknown
416,unknown,6,may,505,1,-1,0,unknown
417,unknown,6,may,245,1,-1,0,unknown
418,unknown,6,may,186,1,-1,0,unknown
419,unknown,6,may,623,1,-1,0,unknown
420,unknown,6,may,496,3,-1,0,unknown
421,unknown,6,may,118,1,-1,0,unknown
422,unknown,6,may,342,1,-1,0,unknown
423,unknown,6,may,225,1,-1,0,unknown
424,unknown,6,may,185,3,-1,0,unknown
425,unknown,6,may,196,2,-1,0,unknown
426,unknown,6,may,276,1,-1,0,unknown
427,unknown,6,may,76,1,-1,0,unknown
428,unknown,6,may,87,1,-1,0,unknown
429,unknown,6,may,195,1,-1,0,unknown
430,unknown,6,may,744,1,-1,0,unknown
431,unknown,6,may,765,1,-1,0,unknown
432,unknown,6,may,262,1,-1,0,unknown
433,unknown,6,may,119,1,-1,0,unknown
434,unknown,6,may,198,2,-1,0,unknown
435,unknown,6,may,150,1,-1,0,unknown
436,unknown,6,may,241,1,-1,0,unknown
437,unknown,6,may,181,1,-1,0,unknown
438,unknown,6,may,196,1,-1,0,unknown
439,unknown,6,may,149,1,-1,0,unknown
440,unknown,6,may,246,1,-1,0,unknown
441,unknown,6,may,112,1,-1,0,unknown
442,unknown,6,may,309,2,-1,0,unknown
443,unknown,6,may,278,1,-1,0,unknown
444,unknown,6,may,140,1,-1,0,unknown
445,unknown,6,may,136,1,-1,0,unknown
446,unknown,6,may,1623,1,-1,0,unknown
447,unknown,6,may,101,1,-1,0,unknown
448,unknown,6,may,144,1,-1,0,unknown
449,unknown,6,may,238,1,-1,0,unknown
450,unknown,6,may,354,1,-1,0,unknown
451,unknown,6,may,79,1,-1,0,unknown
452,unknown,6,may,187,1,-1,0,unknown
453,unknown,6,may,451,2,-1,0,unknown
454,unknown,6,may,159,1,-1,0,unknown
455,unknown,6,may,409,1,-1,0,unknown
456,unknown,6,may,170,1,-1,0,unknown
457,unknown,6,may,608,1,-1,0,unknown
458,unknown,6,may,243,1,-1,0,unknown
459,unknown,6,may,145,2,-1,0,unknown
460,unknown,6,may,112,1,-1,0,unknown
461,unknown,6,may,262,2,-1,0,unknown
462,unknown,6,may,124,1,-1,0,unknown
463,unknown,6,may,53,1,-1,0,unknown
464,unknown,6,may,134,1,-1,0,unknown
465,unknown,6,may,204,4,-1,0,unknown
466,unknown,6,may,186,1,-1,0,unknown
467,unknown,6,may,678,1,-1,0,unknown
468,unknown,6,may,182,1,-1,0,unknown
469,unknown,6,may,162,1,-1,0,unknown
470,unknown,6,may,27,1,-1,0,unknown
471,unknown,6,may,699,3,-1,0,unknown
472,unknown,6,may,43,1,-1,0,unknown
473,unknown,6,may,97,1,-1,0,unknown
474,unknown,6,may,1677,1,-1,0,unknown
475,unknown,6,may,283,2,-1,0,unknown
476,unknown,6,may,323,1,-1,0,unknown
477,unknown,6,may,82,1,-1,0,unknown
478,unknown,6,may,310,1,-1,0,unknown
479,unknown,6,may,185,1,-1,0,unknown
480,unknown,6,may,47,1,-1,0,unknown
481,unknown,6,may,145,1,-1,0,unknown
482,unknown,6,may,204,1,-1,0,unknown
483,unknown,6,may,187,1,-1,0,unknown
484,unknown,6,may,30,2,-1,0,unknown
485,unknown,6,may,472,1,-1,0,unknown
486,unknown,6,may,448,1,-1,0,unknown
487,unknown,6,may,264,1,-1,0,unknown
488,unknown,6,may,169,1,-1,0,unknown
489,unknown,6,may,288,1,-1,0,unknown
490,unknown,6,may,176,2,-1,0,unknown
491,unknown,6,may,215,1,-1,0,unknown
492,unknown,6,may,337,1,-1,0,unknown
493,unknown,6,may,278,1,-1,0,unknown
494,unknown,6,may,188,2,-1,0,unknown
495,unknown,6,may,174,2,-1,0,unknown
496,unknown,6,may,226,2,-1,0,unknown
497,unknown,6,may,190,1,-1,0,unknown
498,unknown,6,may,111,2,-1,0,unknown
499,unknown,6,may,164,1,-1,0,unknown
500,unknown,6,may,157,2,-1,0,unknown
501,unknown,6,may,46,1,-1,0,unknown
502,unknown,6,may,374,1,-1,0,unknown
503,unknown,6,may,349,1,-1,0,unknown
504,unknown,6,may,325,1,-1,0,unknown
505,unknown,6,may,233,2,-1,0,unknown
506,unknown,6,may,531,1,-1,0,unknown
507,unknown,6,may,153,1,-1,0,unknown
508,unknown,6,may,80,1,-1,0,unknown
509,unknown,6,may,232,1,-1,0,unknown
510,unknown,6,may,118,1,-1,0,unknown
511,unknown,6,may,190,1,-1,0,unknown
512,unknown,6,may,918,1,-1,0,unknown
513,unknown,6,may,238,1,-1,0,unknown
514,unknown,6,may,82,1,-1,0,unknown
515,unknown,6,may,198,3,-1,0,unknown
516,unknown,6,may,160,2,-1,0,unknown
517,unknown,6,may,211,1,-1,0,unknown
518,unknown,6,may,120,1,-1,0,unknown
519,unknown,6,may,136,1,-1,0,unknown
520,unknown,6,may,269,1,-1,0,unknown
521,unknown,6,may,157,1,-1,0,unknown
522,unknown,6,may,128,1,-1,0,unknown
523,unknown,6,may,211,1,-1,0,unknown
524,unknown,6,may,267,2,-1,0,unknown
525,unknown,6,may,371,2,-1,0,unknown
526,unknown,6,may,288,2,-1,0,unknown
527,unknown,6,may,221,1,-1,0,unknown
528,unknown,6,may,427,1,-1,0,unknown
529,unknown,6,may,310,1,-1,0,unknown
530,unknown,6,may,158,1,-1,0,unknown
531,unknown,6,may,604,3,-1,0,unknown
532,unknown,6,may,198,1,-1,0,unknown
533,unknown,6,may,145,1,-1,0,unknown
534,unknown,6,may,247,1,-1,0,unknown
535,unknown,6,may,179,2,-1,0,unknown
536,unknown,6,may,73,1,-1,0,unknown
537,unknown,6,may,263,2,-1,0,unknown
538,unknown,6,may,13,1,-1,0,unknown
539,unknown,6,may,79,2,-1,0,unknown
540,unknown,6,may,416,1,-1,0,unknown
541,unknown,6,may,162,1,-1,0,unknown
542,unknown,6,may,129,1,-1,0,unknown
543,unknown,6,may,150,1,-1,0,unknown
544,unknown,6,may,43,1,-1,0,unknown
545,unknown,6,may,191,1,-1,0,unknown
546,unknown,6,may,26,1,-1,0,unknown
547,unknown,6,may,250,1,-1,0,unknown
548,unknown,6,may,146,1,-1,0,unknown
549,unknown,6,may,416,1,-1,0,unknown
550,unknown,6,may,121,2,-1,0,unknown
551,unknown,6,may,114,2,-1,0,unknown
552,unknown,6,may,289,1,-1,0,unknown
553,unknown,6,may,225,1,-1,0,unknown
554,unknown,6,may,123,1,-1,0,unknown
555,unknown,6,may,130,2,-1,0,unknown
556,unknown,6,may,161,2,-1,0,unknown
557,unknown,6,may,149,2,-1,0,unknown
558,unknown,6,may,268,2,-1,0,unknown
559,unknown,6,may,259,2,-1,0,unknown
560,unknown,6,may,26,1,-1,0,unknown
561,unknown,6,may,153,1,-1,0,unknown
562,unknown,6,may,424,2,-1,0,unknown
563,unknown,6,may,179,2,-1,0,unknown
564,unknown,6,may,97,1,-1,0,unknown
565,unknown,6,may,383,1,-1,0,unknown
566,unknown,6,may,440,1,-1,0,unknown
567,unknown,6,may,23,1,-1,0,unknown
568,unknown,6,may,195,1,-1,0,unknown
569,unknown,6,may,1297,3,-1,0,unknown
570,unknown,6,may,87,1,-1,0,unknown
571,unknown,6,may,427,1,-1,0,unknown
572,unknown,6,may,189,1,-1,0,unknown
573,unknown,6,may,195,1,-1,0,unknown
574,unknown,6,may,179,1,-1,0,unknown
575,unknown,6,may,179,1,-1,0,unknown
576,unknown,6,may,69,1,-1,0,unknown
577,unknown,6,may,105,2,-1,0,unknown
578,unknown,6,may,266,3,-1,0,unknown
579,unknown,6,may,524,2,-1,0,unknown
580,unknown,6,may,96,2,-1,0,unknown
581,unknown,6,may,155,2,-1,0,unknown
582,unknown,6,may,162,2,-1,0,unknown
583,unknown,6,may,352,2,-1,0,unknown
584,unknown,6,may,76,4,-1,0,unknown
585,unknown,6,may,154,2,-1,0,unknown
586,unknown,6,may,310,2,-1,0,unknown
587,unknown,6,may,390,3,-1,0,unknown
588,unknown,6,may,369,1,-1,0,unknown
589,unknown,6,may,112,2,-1,0,unknown
590,unknown,6,may,341,3,-1,0,unknown
591,unknown,6,may,79,1,-1,0,unknown
592,unknown,6,may,140,2,-1,0,unknown
593,unknown,6,may,315,1,-1,0,unknown
594,unknown,6,may,262,2,-1,0,unknown
595,unknown,6,may,174,2,-1,0,unknown
596,unknown,6,may,138,3,-1,0,unknown
597,unknown,6,may,526,2,-1,0,unknown
598,unknown,6,may,135,1,-1,0,unknown
599,unknown,6,may,36,5,-1,0,unknown
600,unknown,6,may,1906,3,-1,0,unknown
601,unknown,6,may,219,2,-1,0,unknown
602,unknown,6,may,147,2,-1,0,unknown
603,unknown,6,may,407,2,-1,0,unknown
604,unknown,6,may,121,1,-1,0,unknown
